PropertyName,BHK,Location,Area,ListingPrice,FurnishStatus,City,Description
Paranjape Blue Ridge,1,Hinjewadi,395,28000.0,Furnished,Pune,"This spacious one-bedroom, one-bathroom Flats in Pune Hinjewadi locality, situated in Paranjape Blue Ridge, offers a blend of comfort and convenience.Located on the 14th floor with a pleasant road view, this furnished residence spans a generous 395 square feet, perfect for those seeking a modern urban lifestyle. The monthly rent is 28 thousand, presenting a great opportunity for singles or"
Kasturi Apostrophe Hinjawadi,2,Hinjewadi,710,40000.0,Furnished,Pune,"Find your new home in Pune desirable Hinjewadi area with this fully furnished 2-bedroom, 2-bathroom Flats located on the 13th floor of Kasturi Apostrophe Hinjawadi. Priced at 40 thousand per month, this 710 square feet apartment offers a beautiful garden view from its balcony and comes with one dedicated parking spot.Enjoy living in a gated society that boasts a wealth of"
VTP Belair,2,Mahalunge,665,25000.0,Semi-Furnished,Pune,"A beautiful lake view awaits you from this semi-furnished two-bedroom, two-bathroom Flats in VTP Belair, Mahalunge, Pune, available for a monthly rent of 25 thousand.This apartment is located on the 5th floor of a 28-story building and spans 665 square feet, offering comfortable living spaces. The property boasts a range of excellent amenities including a gymnasium, swimming pool, badminton and"
Paranjape Schemes Yuthika,2,Baner,1186,33000.0,Furnished,Pune,"If you`re looking for a comfortable and convenient place to call home in Pune, this furnished two-bedroom, two-bathroom Flats in Baner might be just what you need.Located on the fourth floor of the Paranjape Schemes Yuthika project, this 1186 Square Feet apartment offers a pleasant park view. The property is well-equipped with a gymnasium, kids` play areas, a jogging and"
Raj Spaces Apartment,2,Goregaon West,880,85000.0,Furnished,Mumbai,"Find your ideal living space in Mumbai popular Goregaon West area with this furnished 2-bedroom, 2-bathroom Flats at Raj Spaces Flats.Priced at 85 thousand per month, this 880 square feet home is located on the 3rd floor of a 22-story building, offering a peaceful park view. The apartment boasts tasteful interiors and comes with built-in wardrobes and a walk-in closet"
Kanakia Rainforest,2,Andheri East,620,85000.0,Furnished,Mumbai,"This inviting two-bedroom, two-bathroom Flats in Mumbai Andheri East, located within the sought-after Kanakia Rainforest project, is available for rent at 85 thousand per month.Spanning a generous 618 square feet, this furnished residence offers a comfortable and convenient lifestyle with access to a fantastic range of amenities including a gymnasium, swimming pool, tennis court, kids` play areas, and a jogging/cycle"
Yashodham Complex,2,Goregaon East,650,65000.0,Semi-Furnished,Mumbai,"Could a more convenient lifestyle be within your reach in Mumbai Goregaon East.This 650 square feet, semi-furnished, 2-bedroom, 2-bathroom Flats in Yashodham Complex, located on the 4th floor of a 7-story building, is available for rent at 65 thousand. With community views and 1 designated parking spot, this 10-year-old property offers essential amenities like a kids` play area, jogging/cycle track,"
Sheth Irene,2,Malad West,1060,57000.0,Unfurnished,Mumbai,"Discover a comfortable and convenient lifestyle in this unfurnished 2-bedroom, 2-bathroom Flats located on the 12th floor of Sheth Irene in Mumbai Malad West.Spanning 1060 square feet, this home offers a pleasant Road View and comes with 1 dedicated parking spot. Residents will appreciate the wide array of amenities designed for active living and convenience, including a gymnasium, swimming pool,"
Romell Umiya Grandeur,3,Goregaon East,1560,80000.0,Furnished,Mumbai,"Life in Mumbai can be fast-paced, so finding a place that offers both excitement and calm is key, and this furnished three-bedroom, three-bathroom Flats in Goregaon East presents just that balance.Located on the fifteenth floor of Romell Umiya Grandeur, this 1560 square foot home provides beautiful lake views, making it a peaceful retreat from the city buzz. It perfect for"
Hiranandani Regent Hill,1,Powai,379,78000.0,Furnished,Mumbai,"Consider a home that offers both comfort and a touch of luxury in Mumbais vibrant Powai neighborhood, where this furnished 1-bedroom Flats in Hiranandani Regent Hill is available for rent at 78 thousand per month.Spanning 379 square feet on the 10th floor of a 28-story building, this apartment provides a community view and comes with 2 bathrooms and 1 dedicated"
Srishti Harmony 3 Phase 1,1,Andheri East,485,65000.0,Furnished,Mumbai,"Experience comfortable city living in Mumbai Andheri East, where this furnished 2-bedroom, 2-bathroom Flats in Srishti Harmony 3 Phase 1 is ready for you at 65,000 per month.This spacious 667 Square Feet home offers a pleasant road view and comes with the convenience of one dedicated parking spot, perfect for those seeking a balanced urban lifestyle. You will appreciate the"
Hiranandani Castle Rock Wing C And D,2,Powai,750,125000.0,Furnished,Mumbai,"This attractive furnished 2-bedroom, 2-bathroom Flats in Powai, Mumbai, offers a fantastic living experience for 1.25 Lac per month.Situated on the 18th floor of Hiranandani Castle Rock Wing C And D, this 750 Square Feet home boasts a serene Garden View and comes with 1 designated parking spot. You will have access to an impressive array of amenities, including a"
Gauri Excellency,2,Kandivali West,1200,60000.0,Unfurnished,Mumbai,"Enjoy breathtaking sea views from the 31st floor of Gauri Excellency in Kandivali West, Mumbai, a place where you can truly embrace coastal living.This unfurnished 2-bedroom, 2-bathroom Flats spans 1200 square feet and is ready for you to personalize and create your dream home. The building itself offers an impressive array of amenities designed for an active and luxurious lifestyle,"
Sunteck City Avenue 4,2,Goregaon West,644,78000.0,Semi-Furnished,Mumbai,"Welcome to your next home in Mumbai Goregaon West, where this semi-furnished 2-bedroom, 2-bathroom Flats in Sunteck City Avenue 4 is available for rent at 78 thousand per month.Spread across a generous 644 square feet on the 10th floor of a 38-story building, this residence boasts a pleasant road view and comes with 1 dedicated parking space. Residents will enjoy"
Shree Vallabh Tower,2,Malad West,980,50000.0,Semi-Furnished,Mumbai,"Looking for a new place to call home in Mumbai vibrant Malad West.This semi-furnished 2-bedroom, 2-bathroom Flats in Shree Vallabh Tower offers a comfortable 980 square feet of living space on the 5th floor of an 18-story building. Youll enjoy a lovely road view from your new apartment, and with 8-10 years of property age, its a well-established choice. The"
Castle Rock,2,Powai,750,140000.0,Furnished,Mumbai,"Experience a vibrant urban lifestyle in this furnished 2-bedroom, 2-bathroom Flats located on the 17th floor of Castle Rock in Powai, Mumbai.For a monthly rent of 1.4 Lac, this spacious 750 square feet home offers a beautiful garden view and comes with the convenience of 2 dedicated parking spaces. Residents will enjoy access to a wide array of premium amenities"
Hiranandani Sorrento,1,Powai,381,72000.0,Furnished,Mumbai,"This furnished one-bedroom Flats in Mumbai Hiranandani Sorrento complex offers a wonderful living experience for a monthly rent of 72 thousand. Located in Powai, this 381 square foot home on the 14th floor of an 18-story building boasts plenty of sunlight and a pleasant community view.You will have access to an impressive array of amenities designed for comfort and convenience, including"
K Raheja Raheja Residency,2,Malad East,1200,90000.0,Furnished,Mumbai,"Consider the inviting lifestyle awaiting you in Mumbai Malad East with this furnished 2-bedroom, 2-bathroom Flats in K Raheja Raheja Residency.Spread across a spacious 1200 square feet on the 7th floor of a 20-story building, this home offers a pleasant community view and comes with the convenience of 1 dedicated parking space. You will appreciate the array of amenities designed"
Gurukrupa Marina Enclave,2,Malad West,1050,47000.0,Unfurnished,Mumbai,"A delightful 2-bedroom Flats is available for rent in Malad West, Mumbai, offering a comfortable 1050 square feet of living space on the second floor of the well-regarded Gurukrupa Marina Enclave.This unfurnished home boasts a lovely park view and includes one dedicated parking spot. Residents will have access to a fantastic range of amenities, including a gymnasium, swimming pool, badminton"
Naman Habitat,2,Andheri West,807,125000.0,Semi-Furnished,Mumbai,"Embrace a lifestyle of convenience and comfort in Mumbai desirable Andheri West with this semi-furnished 2-bedroom Flats at Naman Habitat.Priced at 1.25 Lac per month, this 807 square feet home is located on the 10th floor of an 18-story building, offering lovely park views and ample natural light. You will appreciate having 3 bathrooms and dedicated parking for one vehicle."
Rubberwala Orion,3,Grant Road East,1298,190000.0,Furnished,Mumbai,"A fantastic 3-bedroom, 3-bathroom Flats is available for rent in Grant Road East, Mumbai, offering a generous 1298 square feet of living space within the Rubberwala Orion project.This furnished apartment is situated on a lower floor and faces the Golf Course, providing a pleasant view. The property, which is between 5 to 7 years old, comes with one dedicated parking"
Lake Florence,3,Powai,1400,110000.0,Furnished,Mumbai,"Live a life of luxury and convenience in this fully furnished three-bedroom, three-bathroom Flats located in Mumbai sought-after Powai neighborhood within the Lake Florence project. This spacious 1400 square feet home is situated on the 7th floor of an 18-story building, offering a beautiful pool view from your balcony.The property boasts a prime location with a safe and secure locality, perfect"
Hiranandani Highland,3,Powai,755,125000.0,Semi-Furnished,Mumbai,"Consider living in this beautifully semi-furnished, three-bedroom, three-bathroom Flats located in the prestigious Hiranandani Highland project in Powai, Mumbai. Priced at 1.25 Lac per month, this 755 square feet home is situated on the 12th floor of a 22-story building, offering a lovely community view.As a newly built property with a reputed builder, it promises a luxury lifestyle with access to"
Riddhi Gardens CHS,2,Malad East,600,80000.0,Furnished,Mumbai,"Find your next comfortable rental in Malad East, Mumbai, at Riddhi Gardens CHS, a well-appointed furnished 2-bedroom, 3-bathroom Flats on the 4th floor of an 11-story building.Priced at 80 thousand, this 600 square feet apartment offers a pleasant community view and comes with the convenience of 1 parking spot. You will appreciate the array of amenities designed for modern living,"
Parikh Perry Apartments,2,Malad West,950,46000.0,Unfurnished,Mumbai,"You will love living in this unfurnished two-bedroom, two-bathroom Flats located in the desirable Malad West area of Mumbai, part of the Parikh Perry Flats.Priced at 46 thousand per month, this 950 square feet apartment sits on the 5th floor of a 9-story building, offering a pleasant road view. The building boasts a range of convenient amenities including an attached"
Jasdanwala Building,1,Bhuleshwar,450,45000.0,Semi-Furnished,Mumbai,"This 1-bedroom, 2-bathroom Flats in Mumbai Bhuleshwar area offers a comfortable lifestyle in the well-known Jasdanwala Building, available for rent at 45 thousand.Spread across 450 square feet on the 3rd floor of a 5-story building, this semi-furnished home boasts a pleasant garden view and benefits from excellent ventilation. Residents will appreciate the 24/7 security, CCTV surveillance, and convenient amenities like"
Lotus Sky Garden,3,Malad West,1500,80000.0,Semi-Furnished,Mumbai,"Finding a great place to live in Mumbai Malad West is much easier now with this 3-bedroom, 3-bathroom Flats available for rent in Lotus Sky Garden.Spanning a generous 1500 Square Feet, this semi-furnished apartment on the 15th floor offers a pleasant road view and includes one dedicated parking spot. You`ll have access to fantastic amenities like a gymnasium, swimming pool,"
Saurabh CHS Andheri West,1,Andheri West,500,42000.0,Furnished,Mumbai,"Consider making Mumbai vibrant Andheri West your new address with this comfortable 1-bedroom, 1-bathroom Flats available for rent at 42 thousand per month in Saurabh CHS Andheri West.This furnished 500 square feet living space is located on the 3rd floor of a 4-story building, offering a pleasant Road View. You`ll find everyday conveniences built right into the complex, including a"
Datta Tower,2,Parel,650,90000.0,Furnished,Mumbai,"Living in Mumbais Parel offers a lifestyle of convenience and connection, and this two-bedroom, two-bathroom Flats in Datta Tower, located on the twenty-sixth floor, presents a wonderful rental opportunity.For 90 thousand per month, you get a generous 650 square feet of living space with a pleasant park view, all within a building boasting numerous amenities like a clubhouse, gym, swimming"
Gulmohar Orchids,3,Kharadi,1550,42000.0,Semi-Furnished,Pune,"Live comfortably in Pune thriving Kharadi area with this semi-furnished, three-bedroom, three-bathroom Flats at Gulmohar Orchids, available for rent at 42 thousand per month.Spanning 1550 square feet across the 8th floor of a 12-story building, this home boasts a tranquil garden view and includes one dedicated parking space. Residents will enjoy access to a range of amenities designed for an"
Duville Riverdale Heights,1,Santipur,550,28000.0,Semi-Furnished,Pune,"Find your new Pune home in the desirable Santipur area, offering a delightful garden view from the 20th floor of Duville Riverdale Heights.This 1-bedroom, 1-bathroom semi-furnished Flats spans 550 square feet and is available for rent at 28,000. Enjoy a truly luxurious lifestyle with access to a gymnasium, swimming pool, badminton and tennis courts, kids' play areas, and a jogging/cycle"
Atul WesternHills Villa,2,Baner,1000,30000.0,Semi-Furnished,Pune,"Consider a comfortable lifestyle in Pune lively Baner area with this semi-furnished two-bedroom, two-bathroom Flats at Atul WesternHills Villa, available for rent at thirty thousand per month.Situated on the seventh floor of a twelve-story building, this apartment offers a road view and spans 1000 square feet, providing ample space for you. You will appreciate the convenience of having a dedicated"
Shapoorji Pallonji Joyville Celestia,2,Hadapsar,708,25000.0,Semi-Furnished,Pune,"If you are looking for a comfortable place to call home in Pune Hadapsar area, this semi-furnished two-bedroom, two-bathroom Flats in Shapoorji Pallonji Joyville Celestia might be just what you need.Located on the fifth floor of a twenty-story building, this apartment offers a pleasant garden view and comes with one dedicated parking spot. You will have access to a fantastic"
Vastukalp 9 Avenues,2,Wakad,941,26000.0,Semi-Furnished,Pune,"If you are looking for a comfortable place to live in Pune, this semi-furnished two-bedroom, two-bathroom Flats in Wakad might be perfect for you.Located in the Vastukalp 9 Avenues project on the 8th floor of an 18-story building, this home offers 941 square feet of living space with a pleasant garden view. The apartment comes with a dedicated parking spot"
GK Aarcon,2,Punawale,672,29000.0,Furnished,Pune,"Consider a life of ease and convenience in this furnished two-bedroom Flats at GK Aarcon in Pune Punawale area, available for rent at 29 thousand.Spanning 672 square feet on the 8th floor, this home offers a pleasant garden view and comes with the added advantage of one dedicated parking space. Residents will enjoy a wide array of amenities designed for"
Shree Vardhaman Dreams,2,Wakad,1330,27000.0,Semi-Furnished,Pune,"Live your best life in Pune Wakad with this welcoming 2-bedroom, 2-bathroom Flats in Shree Vardhaman Dreams, available for rent at 27 thousand per month.Spread across 1330 square feet on the 10th floor of a 15-story building, this semi-furnished home offers a pleasant garden view and a dedicated parking space. You`ll have access to fantastic amenities like a gymnasium, swimming"
Navalakha Ritz,2,Kharadi,1280,40000.0,Semi-Furnished,Pune,"Look no further for a pleasant rental in Pune Kharadi area, as this semi-furnished, two-bedroom, two-bathroom Flats at Navalakha Ritz offers a comfortable living space of 1280 square feet.You will appreciate the convenience of having one dedicated parking spot and the building features, including a gymnasium, kids` play areas, reliable power backup, and round-the-clock security managed by dedicated maintenance and"
Rohan Leher 3,2,Baner,780,31000.0,Semi-Furnished,Pune,"For those seeking a comfortable and convenient lifestyle in Pune popular Baner area, this semi-furnished two-bedroom, two-bathroom Flats on the ninth floor of Rohan Leher 3 is now available for rent.With a spacious 780 square feet of living space and a pleasant road view from the ninth floor of the eighteen-story building, this apartment offers a welcoming atmosphere. The property"
Godrej Green Vistas,3,Mahalunge,980,30000.0,Semi-Furnished,Pune,"This semi-furnished 3-bedroom, 3-bathroom Flats in Pune Mahalunge area offers a wonderful lifestyle with a generous 980 square feet of living space and a pleasant road view. Located in the Godrej Green Vistas project, this 9th-floor apartment is ideal for families looking for convenience and comfort, with excellent amenities like a gymnasium, swimming pool, badminton and tennis courts, kids` play areas,"
Sankalp Shanti Anand,2,Sainath Nagar,593,28000.0,Semi-Furnished,Pune,"Brighten your daily routine in Pune Sainath Nagar with this inviting semi-furnished 2-bedroom Flats available for a monthly rent of 28 thousand.Spread across 593 square feet on the 7th floor of the Sankalp Shanti Anand project, this home offers a pleasant garden view and comes with the convenience of one dedicated parking spot. The apartment is designed with Vastu compliance"
Kunal KUNAL ASPIREE,2,Balewadi,1231,50000.0,Furnished,Pune,"Make your next living space in Pune Balewadi area truly yours with this fantastic furnished 2-bedroom, 2-bathroom Flats.Priced at 50 thousand per month, this home offers a generous 1231 square feet of living space with a pleasant road view from the 8th floor of the 11-story Kunal Kunal Aspire building. You will have access to a wide array of amenities"
Kumar Primavera,2,Wadgaon Sheri,823,31000.0,Unfurnished,Pune,"Looking for a comfortable rental home in Pune Wadgaon Sheri.This unfurnished 2-bedroom, 2-bathroom Flats in Kumar Primavera offers a spacious living area of 823 Square Feet with a pleasant road view from its 5th-floor position. You`ll have one dedicated parking spot for your convenience, and the property is about 5 to 7 years old. The building itself provides a fantastic"
Panchshil Towers,3,Kharadi,2500,125000.0,Furnished,Pune,"A refreshing 3.5 bedroom, 5 bathroom Flats in Pune Kharadi is ready for you to call home, available for rent at 1.25 Lac.This furnished 2500 square feet unit on the 22nd floor of Panchshil Towers offers a beautiful garden view and comes with two dedicated parking spots. You`ll have access to a fantastic range of amenities including a gymnasium, swimming"
Megapolis Sparklet,2,Hinjewadi,950,27000.0,Furnished,Pune,"Consider making Pune vibrant Hinjewadi your next home in the well-appointed Megapolis Sparklet project, where this furnished two-bedroom, two-bathroom Flats is ready for you to move in. Priced at 27 thousand per month, this 950 square feet apartment is situated on the fourth floor of a seventeen-story building, offering a pleasant park view and convenient living.With an attached single parking space"
Megapolis Smart Homes II-Sunway,2,Hinjewadi,1007,30000.0,Furnished,Pune,"Start your new chapter in a spacious, furnished two-bedroom, two-bathroom Flats in Pune popular Hinjewadi area, available for rent at 30 thousand. This well-ventilated 1007 square feet home offers a lovely garden view from its balcony and comes with the convenience of one dedicated parking spot.Within the Megapolis Smart Homes II-Sunway project, you`ll have access to a fantastic range of amenities"
Paranjape Blue Ridge,2,Hinjewadi,1220,40000.0,Furnished,Pune,"A peaceful life awaits you in Pune Hinjewadi, with this furnished 2-bedroom, 2-bathroom Flats available for rent at 40 thousand. Located on the 16th floor of Paranjape Blue Ridge, this well-ventilated 1220 square feet home offers a lovely garden view and includes one parking space.You`ll enjoy access to a fantastic range of amenities like a gymnasium, swimming pool, badminton and tennis"
Supreme Belmac Residences,3,Kalyani Nagar,1353,92000.0,Furnished,Pune,"A spacious 3-bedroom, 3-bathroom Flats awaits you in Pune Kalyani Nagar, within the Supreme Belmac Residences, available for rent at 92 thousand.This furnished 1353 Square Feet home is located on the 14th floor, offering a pleasant garden view. You will have access to a wealth of amenities designed for an active and comfortable lifestyle, including a gymnasium, swimming pool, badminton"
Kumar Palaash A,1,Wadgaon Sheri,412,25000.0,Semi-Furnished,Pune,"Make yourself at home in Pune Wadgaon Sheri with this appealing semi-furnished one-bedroom Flats in Kumar Palaash A, available for rent at 25 thousand per month.Situated on the 8th floor of a 12-story building, this 412 square feet home offers a pleasant garden view and comes with one dedicated parking space. You will have access to a fantastic range of"
K Raheja Reserve,2,Mohammadwadi,994,35000.0,Unfurnished,Pune,"Find your next home in Pune Mohammadwadi with this unfurnished, 2-bedroom, 2-bathroom Flats in K Raheja Reserve.This home offers a serene garden view from the 23rd floor of a 26-story building, giving you a sense of elevation and space. Spanning 994 square feet, it provides ample room for comfortable living. Residents will enjoy access to a fantastic range of amenities"
Godrej 24,2,Hinjewadi,750,29500.0,Semi-Furnished,Pune,"Consider settling into this lovely semi-furnished two-bedroom, two-bathroom Flats in Pune popular Hinjewadi neighborhood, offering a peaceful garden view from the second floor of the 17-story Godrej 24 building. For a rent of 29,500, this 750 square feet home provides a breakthrough price in a prime location, perfect for families.You will have access to a wide range of amenities designed for"
Kumar Park,1,Bibwewadi,500,26000.0,Semi-Furnished,Pune,"Life in Pune can be wonderfully comfortable in this furnished one-bedroom, one-bathroom Flats located in Kumar Park, Bibwewadi. For just 26 thousand per month, you will get 500 square feet of well-designed living space with a pleasant garden view.This apartment is perfect for families seeking a safe and convenient place to live, especially with schools nearby and the added benefit of"
Lunkad Sky Vie,3,Viman Nagar,1800,80000.0,Furnished,Pune,"Find your ideal Pune home in Viman Nagar with this furnished 3.5-bedroom, 4-bathroom Flats in Lunkad Sky Vie, available for rent at 80 thousand per month.This 1800 square feet apartment is located on the 4th floor of a 9-story building and offers a lovely park view. You will have access to a wide range of amenities including a gymnasium, swimming"
Techstone Casa Amanta,4,Lulla Nagar,2200,80000.0,Unfurnished,Pune,"This spacious 4-bedroom, 4-bathroom unfurnished Flats in Pune Lulla Nagar offers a generous 2200 square feet of living space in the Techstone Casa Amanta project.With a road view and ample parking for two cars, this home is situated in a prime location with wide roads and is part of a gated society, ensuring both convenience and security. The apartment boasts"
Sumit Garden Grove,2,Borivali West,926,70000.0,Semi-Furnished,Mumbai,"Enjoy a comfortable and convenient lifestyle in this semi-furnished 2.5-bedroom, 2-bathroom Flats located on the 8th floor of Sumit Garden Grove in Borivali West, Mumbai.This apartment, spanning 926 square feet with a pleasant road view, is available for rent at 70 thousand per month and includes two dedicated parking spaces. You will find a variety of amenities designed for your"
Bini Winspace Amelio,2,Andheri West,730,95000.0,Furnished,Mumbai,"Experience a life of comfort and convenience in this furnished two-bedroom, two-bathroom Flats located at Bini Winspace Amelio in Andheri West, Mumbai.This well-maintained property offers 730 square feet of living space on the 11th floor of a 21-story building, providing a pleasant road view. As part of a gated society, youll have access to a host of amenities including a"
Piramal Mahada,1,Lower Parel,375,31000.0,Unfurnished,Mumbai,"For those seeking a pleasant living space in the bustling locality of Lower Parel, Mumbai, an unfurnished one-bedroom, one-bathroom Flats is now available for rent in the Piramal Mahada project.This 375 square feet home, situated on the 15th floor of a 24-story building, offers a tranquil garden view from its windows, providing a peaceful escape from the city energy. Residents"
Sky Anchorage,3,Versova,1360,120000.0,Furnished,Mumbai,"A community-facing, furnished 3-bedroom, 2-bathroom Flats in Versova, Mumbai, presents an attractive rental at 1.2 Lac.This 1360 square feet residence on the 5th floor of Sky Anchorage offers a family-friendly and peaceful environment with the added convenience of being next to a metro station, making commutes effortless. Your family will appreciate the dedicated kids' play areas, ensuring entertainment for the"
LnT Veridian,2,Powai,810,107000.0,Furnished,Mumbai,"Start your new chapter in Mumbai vibrant Powai neighborhood with this beautifully furnished 2-bedroom, 2-bathroom Flats in LnT Veridian, available for rent at 1.07 Lac.Located on the 8th floor of a 22-story building, this 810 Square Feet home offers a serene Park View and comes with one dedicated parking space. You will enjoy access to an impressive range of amenities"
Maharaja Retreat CHS,3,Goregaon East,1750,90000.0,Unfurnished,Mumbai,"Welcome to a spacious 3-bedroom, 3-bathroom Flats on the 14th floor of Maharaja Retreat CHS in Goregaon East, Mumbai, available for rent at 90 thousand per month.This unfurnished apartment spans a generous 1750 Square Feet and offers a pleasant community view, providing a peaceful outlook from your home. The building itself is well-equipped with essential amenities for a comfortable living"
Agarwal Infinity Tower,2,Malad West,1050,55000.0,Unfurnished,Mumbai,"Consider your search for a comfortable rental home in Mumbai vibrant Malad West area over with this well-situated 2-bedroom, 2-bathroom Flats in Agarwal Infinity Tower.Spanning a generous 1050 square feet and located on the 6th floor of a 14-story building, this unfurnished residence offers a peaceful garden view. Living here means having a variety of conveniences right at your doorstep,"
Oberoi Exquisite Goregaon,3,Goregaon East,1300,240000.0,Furnished,Mumbai,"This fully furnished 3-bedroom, 3-bathroom Flats in Goregaon East, Mumbai, offers an impressive 1300 square feet of living space with a beautiful lake view from the 16th floor of the Oberoi Exquisite Goregaon building.You will have 2 dedicated parking spots and access to a wealth of amenities including a gymnasium, swimming pool, badminton and tennis courts, squash court, kids` play"
Prime Rose Apartment Andheri West,3,Andheri West,1300,120000.0,Furnished,Mumbai,"Experience urban living at its finest in this furnished three-bedroom, three-bathroom Flats located in the sought-after Andheri West area of Mumbai, available for rent at 1.2 lakh.Spanning 1300 square feet on the seventh floor of the Prime Rose Flats complex, this home offers lovely garden views from its balcony, perfect for relaxing after a long day. Residents will enjoy a"
Sagar Kanya,2,Andheri West,800,125000.0,Furnished,Mumbai,"Experience breathtaking sea views from this furnished 2-bedroom, 2-bathroom Flats on the 7th floor of Sagar Kanya in Mumbai Andheri West.Priced at 1.25 Lac per month, this 800 square feet home offers spacious living in a peaceful vicinity, perfect for bachelors or anyone seeking a comfortable and affordable residence. The building provides essential amenities such as 24 x 7 security,"
Lilium Lantana,2,Chandivali,1280,85000.0,Furnished,Mumbai,"Settle into a comfortable lifestyle in Chandivali, Mumbai, with this furnished 2-bedroom, 2-bathroom Flats in Lilium Lantana, available for rent at 85 thousand.This 8th-floor residence spans 1280 square feet and offers a community view. You will enjoy access to a gymnasium, swimming pool, badminton and tennis courts, squash court, kids` play areas, and a jogging/cycle track, perfect for staying active"
DGS Sheetal Usha,2,Malad West,950,45000.0,Semi-Furnished,Mumbai,"Make Malad West your new home with this fantastic 2-bedroom, 2-bathroom Flats in DGS Sheetal Usha, available for rent at 45 thousand per month.This semi-furnished 950 square feet apartment is located on the 12th floor of a 21-story building and offers a pleasant road view. You`ll have access to an array of amenities designed for a comfortable and convenient lifestyle,"
Godrej Urban Park,3,Chandivali,944,120000.0,Furnished,Mumbai,"This beautifully furnished three-bedroom, three-bathroom Flats in Chandivali, Mumbai, presents a wonderful living opportunity within the Godrej Urban Park project.For a monthly rent of 1.2 Lac, this 944 Square Feet home on the 9th floor of a 15-story building offers a peaceful Garden View. You will have access to an impressive array of amenities designed for a comfortable and active"
Dindoshi Onkar CHS,1,Malad East,450,50000.0,Furnished,Mumbai,"If you`re looking for a convenient and furnished place to live in Mumbai, this 1-bedroom, 2-bathroom Flats in Malad East might be perfect for you.Located on the 10th floor of the Dindoshi Onkar CHS building, which has 12 floors in total, this home offers 450 square feet of living space and a great road view. The apartment comes furnished, making"
Marathon Monte South,2,Byculla West,1250,165000.0,Furnished,Mumbai,"This furnished 2.5-bedroom, 3-bathroom Flats on the 14th floor of Marathon Monte South in Byculla West, Mumbai, is available for rent at 1.65 lakh.Spread across 1250 square feet with a community view, this home offers a comfortable living experience with modern amenities. You will find a gymnasium, badminton and tennis courts, and kids` play areas for recreation, along with 24x7"
Bliss Niketan,1,Malad West,650,28000.0,Semi-Furnished,Mumbai,"This delightful one-bedroom Flats in Malad West, Mumbai, offers a comfortable living space for just 28 thousand per month.Situated on the sixth floor of the seven-story Bliss Niketan building, this semi-furnished home spans 650 square feet and boasts a lovely park view. You will find two bathrooms for convenience, and the building provides essential amenities like 24/7 security, power and"
Chaitanya Anand Lunkhod CHSL,2,Andheri West,576,68000.0,Semi-Furnished,Mumbai,"Consider making Mumbai your home with this delightful 2-bedroom, 2-bathroom Flats in the vibrant Andheri West area, available for rent at 70,000 per month.This semi-furnished 576 square feet apartment is situated on the 8th floor of the 11-story Chaitanya Anand Lunkhod CHSL building, offering a lovely park view. You will find it convenient to have dedicated parking for one car."
Wadhwa The Address Boulevard,2,Ghatkopar West,1050,110000.0,Semi-Furnished,Mumbai,"If you are looking for a rental in Mumbai Ghatkopar West, consider this semi-furnished 2.5-bedroom, 2-bathroom Flats in Wadhwa The Address Boulevard.Located on the 14th floor with a garden view, this spacious 1050 Square Feet home offers a comfortable living experience. The apartment comes with 2 parking spaces and is part of a project with extensive amenities including a gymnasium,"
Anand Heights,1,Wadala,560,45000.0,Semi-Furnished,Mumbai,"Consider making Wadala your next neighborhood with this semi-furnished 1.5-bedroom, 2-bathroom Flats available for rent in Anand Heights.Spread across 560 square feet, this home offers a comfortable living space with a community view. The apartment is equipped with essential amenities like power backup and electricity backup to ensure you have an uninterrupted stay. Youll appreciate the convenience of an attached"
HDIL Dheeraj Dreams,1,Bhandup West,625,35000.0,Semi-Furnished,Mumbai,"1Bhk flat available on Rent for Family in one of the demanding complex on Lbs Marg, Bhandup West. 3mins walkable from station, Market, School, Hospital, Mall etc. All modern amenities within the complex. Good transportation and Connectivity. For more details call me and visit call me"
Oberoi Realty Esquire,3,Goregaon East,1366,290000.0,Semi-Furnished,Mumbai,"For those desiring a premium living experience in Mumbai Goregaon East, a spectacular 3-bedroom, 4-bathroom Flats is available for rent at Oberoi Realty Esquire.This semi-furnished residence on the 12th floor offers a generous 1366 square feet of living space with a breathtaking lake view, perfect for anyone looking for comfort and convenience. The apartment boasts modern amenities including a gymnasium,"
Oxford Blues,1,Wanowrie,563,17000.0,Semi-Furnished,Pune,"Find your new home in Pune Wanowrie with this charming 1-bedroom Flats in the Oxford Blues project, available for rent at 17 thousand per month.This semi-furnished apartment offers a comfortable 563 square feet of living space on the 4th floor of a 7-story building, boasting a pleasant garden view. You`ll appreciate the convenience of essential amenities designed for modern living,"
Lodha Bella Vita,2,Nibm Road,741,33000.0,Semi-Furnished,Pune,"This brand new, semi-furnished two-bedroom, two-bathroom Flats on the 10th floor of Lodha Bella Vita on NIBM Road in Pune is ready for you to call home, available for 35 thousand per month. Spanning 741 square feet with a community view, this home boasts top-tier amenities including a gymnasium, swimming pool, badminton and tennis courts, squash court, kids` play areas, and"
Ratan Prestige,3,Kharadi,1250,40000.0,Furnished,Pune,"Welcome to a charming 3-bedroom, 2-bathroom furnished Flats in Ratan Prestige, Kharadi, Pune, available for rent at 40 thousand per month.This 10th-floor home offers a lovely garden view and 1250 Square Feet of comfortable living space. You`ll find everything you need for a convenient lifestyle here, including a gymnasium, badminton court, kids` play areas, a jogging and cycle track, a"
